manifest_version,snapshot_sha256,batch_id,candidate_id,input_sha256,weight
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0163,485eac696ec198a2517b2547483fc2f43f2d187f50eb2ae98779733fda5b3ce2,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0164,99ba55c889243d2c4d9cd7c7de1a67a9c024d17e3b436cbaf18134f06fd6f1c1,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0177,c221e3de9680347a93d4b2f696a02adeceefba737202122b3cd4314edd0889e1,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0194,f8af34055cb9e0a73ff005941c27df00a2cb76b37d2d31c1b8d1f05882004378,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0196,55b2745c44568582ceccec5a08a1313cd1dac4208b6f714fd9cac15f39b935ef,5
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0202,5ff24bdfeb7f87ff0f2b3c63d94c92de71ca8967cbc954308c2377b95742e812,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-03,C0210,9957f34188adbfe80154439d9d4129344fefcec9b991bd13185867f15b366b34,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0015,c1776583cb74a44356c02efe4faa4ca726aab45d558cbec94e1354b3a343d919,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0016,68effb52b340a29ea51975f43496b27789d65975013d58d4c1d28a4564725f34,5
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0020,bab8cc9145247cec56925555e48134e0eab6f37f6c16db62662544991de351f3,4
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0021,591986661e438dc5dbbde535dd6db9688107dff7c3a1fc9464361826958bca56,4
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0039,2fef377ea61805508e26afd4ce795cd3dc25176737d8bc7c6ecbefdabaaec850,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0044,a278593b33fb3356c4c98b0d14fc9a0db7828a62e24c141de88d2fdd6aa854f6,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0051,3b91db013c66e031230b04de3a5cd4e2f76dac3f557f73d89200d190b45f3b04,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0055,69a34a93ffdfcd2fbcf5b393e07d6d1758d331edd94f3a0cb5da39cc8852aef2,3
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0060,f256d5f773662396660144921561e2bb39297734ca9fb156104adab3ae6a18dd,3
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0070,5527600867872391e5db6d6bc55abec45366ce1a31694660556076edc9a8c482,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0077,483555716692b6776aa987976559673e49ec8dc694bc3dbdda1014f8aff6d019,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0080,ae0de034ae19ae2f695e00f836ec68393b278928bbf7873595af55d1609b54e6,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0090,78237109b2e8ffb7e8394ba74c121b65fb533af814738f20932a2b1f41dcd41d,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,6
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0111,7a6d84f9ae26c609f2d0a4e1dfbb97613186bbdad8b0e6c6dfb2f7d7b7c803a8,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0114,8876960b726143530debd4a565c8d4718453a57213370769d9fc50b5f716d5a2,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0115,7b37af032a6afae8ce654e39b8cafae5b8338fe11846750822e2db0029b2c5db,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0119,9832a97aa376ea6407b5eb3048d167831bf34b36d3ad5e6abe0319a491c97fd2,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0121,4c929ac5010fcec5a98fdc02858a2b7df2f834f611003da8257c9cfbb26f8054,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0125,5d911262e17f92b81c89ecb4a4b868b05017533ec55d68daf680c167c7036138,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0127,c1126efa9dafff2736237838b3f45147cfd6ec46eaa50057ec3119ef318feeb1,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0132,0504a3286fd11882c62773114d9c366b002afd0d8a6302607276fc76d0159a92,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0146,666da6a0487bc308b486f7741f378635b495e0af4f4e719b16212cbc24c7fca8,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0151,9405645e35c4458db35ba229a33f632a3e6f7176aa99a6f5845cad4cf2076346,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0155,11a62b26161c511ddce64e920867d3efde39b25a6bbafb09ffa32f574e717361,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0159,b3eb6b9fe183346f21609b61581858d62a24b4511abd50327a572e0bbca73169,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0162,642fef47d92895dd75dfe7d162cb242a2a9ac2e9b43d78802a5f32c9352b5fdd,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0169,ddfe8a562cf8ab069514d0cbfe265cdf126f0535eff6e2e09182274bab7ae7e7,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,7
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0183,f295f39b0411bb971aba28a87267de2fb7653d9eb4522e8e33bf6a61282f541c,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0193,1fb9a7591b1f3de0e56d294497e810b28d244b2972dd8b0090ad2f188ebe6506,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0195,1f75b036acb77e03e2648cc7d100519ecbd1b58ef0dd4d70c09219c106de58f2,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0198,b7932e6f58b683e5e52eb26147e2d9f044a9cc8330804aeb283324cc6389ac11,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-04,C0201,36912f2f15d830d7ad4d1dd10a201c7a9b90a4451581ba0c4116b03dde829170,1
1,303e6b0efb7a94be636ce0b22de9454062029ef9193ef5e0442aee263227ecec,metadata-05,C0006,777d644a003e5ddfe775dfc54b24a2ab2732c25dc305590722d6f14ea0e931c9,5
